,Episode,high,low
0,0,9.87,20.850574712643677
1,1,8.2,36.68421052631579
2,2,15.587628865979381,14.08
3,3,11.43,29.63529411764706
4,4,14.68041237113402,11.18
5,5,37.8433734939759,9.77
6,6,11.377777777777778,17.56
7,7,9.32,16.752688172043012
8,8,9.31,27.098765432098766
9,9,19.370786516853933,11.07
10,10,12.75,15.67032967032967
11,11,31.23170731707317,9.76
12,12,9.65,29.845238095238095
13,13,14.95959595959596,21.78
14,14,22.138297872340427,14.27
15,15,14.410526315789474,15.89
16,16,7.54,48.73529411764706
17,17,10.459183673469388,21.58
18,18,12.86734693877551,31.36
19,19,12.05,14.590909090909092
20,20,11.96,22.25287356321839
21,21,27.268817204301076,9.84
22,22,11.51,30.22826086956522
23,23,11.25,30.032967032967033
24,24,9.82,43.792682926829265
25,25,15.4,27.2
26,26,8.62,26.02409638554217
27,27,12.25,14.121212121212121
28,28,14.397849462365592,19.71
29,29,10.23,18.760416666666668
30,30,14.14,16.3
31,31,15.978494623655914,34.51
32,32,14.541666666666666,15.25
33,33,26.060606060606062,12.56
34,34,12.552083333333334,19.91
35,35,26.205128205128204,10.59
36,36,13.66326530612245,16.64
37,37,9.99,21.142857142857142
38,38,17.043010752688172,27.3
39,39,20.0561797752809,10.16
40,40,14.3,15.704081632653061
41,41,17.02173913043478,14.06
42,42,11.817204301075268,23.11
43,43,9.31,43.59036144578313
44,44,16.948453608247423,12.8
45,45,10.73,27.09090909090909
46,46,12.25531914893617,16.29
47,47,14.63,35.01010101010101
48,48,18.96551724137931,12.32
49,49,11.53,18.8265306122449
50,50,11.81,37.15217391304348
51,51,7.9,40.160493827160494
52,52,44.8,9.81
53,53,10.51,30.876543209876544
54,54,18.895833333333332,16.07
55,55,18.6,14.34
56,56,11.69,20.48421052631579
57,57,40.8051948051948,9.92
58,58,16.44,14.74468085106383
59,59,18.225806451612904,12.5
60,60,26.49,12.714285714285714
61,61,12.296703296703297,15.64
62,62,14.77,19.466666666666665
63,63,29.86046511627907,10.94
64,64,10.33,22.840425531914892
65,65,9.93,17.93258426966292
66,66,22.23076923076923,10.55
67,67,12.65,38.168539325842694
68,68,9.62,31.132530120481928
69,69,8.91,28.822222222222223
70,70,8.78,43.23684210526316
71,71,8.87,39.3974358974359
72,72,14.181818181818182,18.72
73,73,13.357894736842105,30.78
74,74,8.04,41.0
75,75,8.48,42.72222222222222
76,76,10.85,17.96875
77,77,14.589473684210526,24.26
78,78,29.15730337078652,9.59
79,79,8.63,36.24691358024691
80,80,13.22,16.333333333333332
81,81,21.258426966292134,11.28
82,82,10.5,23.7
83,83,8.29,41.9625
84,84,14.16,15.979166666666666
85,85,13.255555555555556,22.84
86,86,21.858823529411765,11.74
87,87,47.31944444444444,10.22
88,88,24.837209302325583,11.98
89,89,18.5,14.17
90,90,29.729411764705883,14.56
91,91,10.94,22.288659793814432
92,92,7.53,38.63768115942029
93,93,14.64,44.66304347826087
94,94,11.16,16.544444444444444
95,95,10.32,33.32941176470588
96,96,11.451612903225806,14.16
97,97,24.139240506329113,11.75
98,98,8.61,43.246753246753244
99,99,26.150537634408604,10.88
100,100,8.16,33.7887323943662
101,101,21.329113924050635,13.11
102,102,22.011627906976745,14.47
103,103,12.535353535353535,14.57
104,104,32.229885057471265,10.75
105,105,11.76,33.77272727272727
106,106,26.54639175257732,12.35
107,107,24.567010309278352,14.23
108,108,9.58,37.90909090909091
109,109,31.382716049382715,10.43
110,110,7.42,43.492753623188406
111,111,21.587628865979383,12.35
112,112,14.43,16.4
113,113,7.78,39.794520547945204
114,114,9.73,25.1
115,115,26.93975903614458,9.4
116,116,10.7,39.392405063291136
117,117,9.69,30.89855072463768
118,118,9.71,31.685393258426966
119,119,10.6,27.372093023255815
120,120,16.5,17.72
121,121,14.208333333333334,14.21
122,122,11.13,27.642857142857142
123,123,16.5,23.838709677419356
124,124,43.15151515151515,9.2
