,Episode,p1_q,p2_q,p1_e,p2_e
0,0,0.00351,0.009384,0.004679999999999999,0.03282
1,1,0.0042,0.007571999999999999,0.00543,0.03042
2,2,0.0027599999999999994,0.009144,0.0038999999999999994,0.031596
3,3,0.0032400000000000007,0.008244,0.004350000000000001,0.031416
4,4,0.00312,0.010356,0.00423,0.033252000000000004
5,5,0.00546,0.004692,0.00612,0.028368
6,6,0.00402,0.007872,0.0052499999999999995,0.030132000000000003
7,7,0.004260000000000001,0.006336,0.0051,0.029172000000000003
8,8,0.00477,0.007296,0.006,0.031259999999999996
9,9,0.0027,0.009035999999999999,0.004079999999999999,0.03280799999999999
10,10,0.0035699999999999994,0.008244,0.00444,0.031212000000000004
11,11,0.00324,0.009516,0.00474,0.03246
12,12,0.0026699999999999996,0.009767999999999999,0.00432,0.032616
13,13,0.0038699999999999997,0.0069,0.00528,0.03066
14,14,0.00369,0.008676,0.00456,0.032688
15,15,0.0029699999999999996,0.008640000000000002,0.0038400000000000005,0.031560000000000005
16,16,0.00399,0.0074519999999999986,0.00531,0.031056
17,17,0.00327,0.009035999999999999,0.00447,0.031236
18,18,0.00339,0.00834,0.0045899999999999995,0.030935999999999998
19,19,0.004019999999999999,0.007344000000000001,0.00498,0.030407999999999994
20,20,0.0034500000000000004,0.009552,0.00444,0.032676000000000004
21,21,0.00366,0.009132,0.00492,0.032688
22,22,0.003659999999999999,0.008675999999999998,0.004979999999999999,0.030876000000000004
23,23,0.00468,0.0071400000000000005,0.005789999999999999,0.030515999999999998
24,24,0.00405,0.008412,0.005190000000000001,0.030624
25,25,0.00363,0.008772,0.004950000000000001,0.032112
26,26,0.0039,0.008124,0.0045899999999999995,0.030503999999999996
27,27,0.00303,0.009191999999999999,0.004319999999999999,0.031968
28,28,0.0030600000000000002,0.010355999999999999,0.004200000000000001,0.0339
29,29,0.0038700000000000006,0.008196,0.00522,0.030684
30,30,0.00318,0.009467999999999999,0.0039299999999999995,0.032628000000000004
31,31,0.0036300000000000004,0.009527999999999998,0.0052499999999999995,0.03287999999999999
32,32,0.00273,0.009672,0.0038400000000000005,0.03336
33,33,0.00261,0.009684,0.0038699999999999997,0.033600000000000005
34,34,0.00417,0.007524,0.00537,0.03102
35,35,0.00417,0.008136,0.005730000000000001,0.030743999999999997
36,36,0.0033299999999999996,0.008184,0.00456,0.030479999999999997
37,37,0.004950000000000001,0.006479999999999999,0.006209999999999999,0.029279999999999994
38,38,0.0023400000000000005,0.010379999999999999,0.0035700000000000003,0.033228
39,39,0.004050000000000001,0.006756,0.0054,0.02988
40,40,0.00351,0.009359999999999999,0.004710000000000001,0.03222
41,41,0.00375,0.008004,0.004860000000000001,0.031452
42,42,0.00423,0.007499999999999999,0.00525,0.029567999999999994
43,43,0.0038699999999999993,0.008244,0.005009999999999999,0.031536
44,44,0.0032099999999999997,0.008988,0.00426,0.031703999999999996
45,45,0.0034200000000000003,0.008496,0.004439999999999999,0.031332
46,46,0.0033299999999999996,0.009444000000000001,0.004320000000000001,0.033372
47,47,0.00339,0.008796,0.00444,0.03162
48,48,0.0038699999999999993,0.008303999999999999,0.00486,0.031847999999999994
49,49,0.0030000000000000005,0.010032000000000001,0.00441,0.033888
50,50,0.0038400000000000005,0.0066359999999999995,0.00486,0.030216
51,51,0.0038400000000000005,0.007799999999999998,0.004919999999999999,0.031272
52,52,0.00315,0.009888,0.00465,0.032748
53,53,0.00414,0.008651999999999998,0.00564,0.031403999999999994
54,54,0.0038400000000000005,0.008424,0.00516,0.031487999999999995
55,55,0.0038699999999999997,0.008568,0.005040000000000001,0.030863999999999992
56,56,0.00309,0.008448,0.004229999999999999,0.031656
57,57,0.00258,0.009984,0.00366,0.032976
58,58,0.00189,0.010908,0.003,0.034151999999999995
59,59,0.00396,0.006948000000000001,0.00513,0.029604
60,60,0.0035699999999999994,0.008603999999999999,0.00522,0.03204
61,61,0.004409999999999999,0.007872,0.005789999999999999,0.031344
62,62,0.0035100000000000005,0.008987999999999998,0.005220000000000001,0.032591999999999996
63,63,0.0026699999999999996,0.00912,0.00402,0.032532
64,64,0.00504,0.0075959999999999995,0.00678,0.030948000000000003
65,65,0.00315,0.008604,0.004319999999999999,0.031296
66,66,0.0035699999999999994,0.008376,0.005009999999999999,0.032088000000000005
67,67,0.0045899999999999995,0.007716000000000001,0.0057,0.030768000000000004
68,68,0.0034800000000000005,0.007932,0.004919999999999999,0.03174
69,69,0.003749999999999999,0.008591999999999999,0.0045,0.031931999999999995
70,70,0.0025499999999999997,0.009276,0.0038700000000000006,0.032616
71,71,0.00276,0.008903999999999999,0.0039,0.03192
72,72,0.00252,0.010067999999999999,0.00363,0.033744
73,73,0.0035400000000000006,0.008496,0.00468,0.031884
74,74,0.0019200000000000003,0.011160000000000002,0.00303,0.034104
75,75,0.00447,0.006948000000000001,0.00588,0.029976
76,76,0.0034800000000000005,0.009252,0.00426,0.032771999999999996
77,77,0.00303,0.009672,0.00417,0.03306
78,78,0.0032099999999999997,0.009684,0.004319999999999999,0.034008
79,79,0.0038999999999999994,0.00852,0.00492,0.031391999999999996
80,80,0.00315,0.008268,0.004710000000000001,0.031512000000000005
81,81,0.0036899999999999997,0.007871999999999999,0.004739999999999999,0.030972
82,82,0.0036,0.008016,0.00459,0.030864000000000003
83,83,0.0034200000000000003,0.009059999999999999,0.00486,0.031788
84,84,0.00252,0.009732000000000001,0.00432,0.03282
85,85,0.00363,0.007788000000000001,0.004919999999999999,0.031091999999999998
86,86,0.0034500000000000004,0.008508,0.00465,0.031668
87,87,0.00447,0.007416000000000001,0.00549,0.030623999999999995
88,88,0.00279,0.010728,0.00429,0.033636000000000006
89,89,0.00396,0.007824,0.0051,0.030876
90,90,0.00309,0.009444000000000001,0.00444,0.03363599999999999
91,91,0.00453,0.006444000000000001,0.005730000000000001,0.029759999999999998
92,92,0.00399,0.008424000000000001,0.00525,0.031932
93,93,0.00297,0.0087,0.00399,0.031884
94,94,0.00393,0.0076560000000000005,0.00504,0.031271999999999994
95,95,0.0033299999999999996,0.008352,0.00435,0.031764
96,96,0.0038400000000000005,0.009467999999999999,0.00522,0.032724
97,97,0.00351,0.007872,0.00465,0.030719999999999997
98,98,0.004139999999999999,0.008388,0.00519,0.03048
99,99,0.00432,0.008591999999999999,0.0054,0.03162
100,100,0.0034800000000000005,0.008436,0.004409999999999999,0.03132
101,101,0.00312,0.008976,0.00411,0.03260400000000001
102,102,0.00351,0.009288,0.0045,0.032676
103,103,0.0031200000000000004,0.008448,0.004079999999999999,0.03204
104,104,0.00405,0.008892,0.0053100000000000005,0.032376
105,105,0.0038399999999999997,0.008147999999999999,0.0051,0.03156
106,106,0.00372,0.009336,0.00495,0.032651999999999994
107,107,0.004200000000000001,0.007524000000000002,0.00516,0.030588
108,108,0.004620000000000001,0.007908,0.00594,0.030107999999999996
109,109,0.0027300000000000002,0.010476,0.00354,0.03384
110,110,0.0027600000000000003,0.00996,0.00399,0.033035999999999996
111,111,0.00246,0.010175999999999998,0.0035100000000000005,0.033204
112,112,0.0035399999999999993,0.008459999999999999,0.0045,0.031115999999999998
113,113,0.0033300000000000005,0.008051999999999998,0.004410000000000001,0.031428
114,114,0.0030300000000000006,0.00954,0.00366,0.033288
115,115,0.004409999999999999,0.008832000000000001,0.00549,0.031764
116,116,0.00396,0.007284,0.00501,0.031007999999999994
117,117,0.0037199999999999998,0.007475999999999999,0.00528,0.030612000000000004
118,118,0.0023399999999999996,0.010464,0.0030600000000000002,0.033791999999999996
119,119,0.0029699999999999996,0.00876,0.004260000000000001,0.032016
