,Episode,p1_q,p2_q,p1_e,p2_e
0,0,0.0071849999999999995,0.015185999999999998,0.00816,0.038706
1,1,0.007665,0.014856000000000003,0.008775,0.038009999999999995
2,2,0.007214999999999999,0.015204,0.008429999999999998,0.038388
3,3,0.004845,0.019278,0.0058649999999999996,0.04245000000000001
4,4,0.00609,0.015690000000000003,0.007274999999999999,0.03821999999999999
5,5,0.005789999999999999,0.014603999999999999,0.006975,0.037452
6,6,0.005085,0.018293999999999998,0.006254999999999999,0.041508
7,7,0.005085,0.018131999999999995,0.006314999999999999,0.04117200000000001
8,8,0.0067649999999999984,0.015264000000000002,0.0077399999999999995,0.038352
9,9,0.0084,0.015227999999999998,0.009585,0.038357999999999996
10,10,0.00804,0.015293999999999999,0.00924,0.039036
11,11,0.0054150000000000005,0.018396000000000003,0.006659999999999999,0.041507999999999996
12,12,0.007139999999999999,0.014099999999999996,0.00822,0.03709799999999999
13,13,0.00729,0.014556000000000003,0.008355,0.037458
14,14,0.00678,0.015437999999999997,0.007904999999999999,0.038675999999999995
15,15,0.009465,0.014165999999999998,0.01089,0.037332000000000004
16,16,0.00663,0.014496,0.007694999999999999,0.037835999999999995
17,17,0.0057599999999999995,0.017748,0.007049999999999999,0.040686
18,18,0.00603,0.016008,0.0071849999999999995,0.03931199999999999
19,19,0.0056099999999999995,0.015930000000000003,0.00663,0.039144
20,20,0.008355,0.013715999999999999,0.00927,0.037272
21,21,0.00828,0.01368,0.009465,0.037344
22,22,0.007755,0.013098,0.00897,0.036222
23,23,0.0054,0.020004,0.006494999999999999,0.04281599999999999
24,24,0.007065,0.019079999999999996,0.008385,0.0423
25,25,0.007665,0.014190000000000001,0.00894,0.037368
26,26,0.007229999999999999,0.014358,0.008205,0.03711
27,27,0.006404999999999999,0.016583999999999998,0.007680000000000001,0.039528
28,28,0.005145,0.018090000000000002,0.006389999999999998,0.041406
29,29,0.007425000000000001,0.015468000000000003,0.008624999999999999,0.039228
30,30,0.00633,0.015269999999999999,0.00753,0.038154
31,31,0.007605000000000001,0.01566,0.00876,0.038262
32,32,0.00693,0.015786,0.008174999999999998,0.038586
33,33,0.00615,0.015125999999999999,0.00732,0.037967999999999995
34,34,0.007694999999999999,0.014807999999999997,0.00903,0.038286
35,35,0.005639999999999999,0.016998,0.006975,0.04002
36,36,0.00489,0.015024000000000003,0.00618,0.038472
37,37,0.007725,0.014772000000000002,0.00882,0.037391999999999995
38,38,0.005445,0.018125999999999996,0.006495000000000001,0.041802
39,39,0.006359999999999999,0.015522000000000003,0.0077399999999999995,0.038742
40,40,0.005235,0.01824,0.006345000000000001,0.041724000000000004
41,41,0.007769999999999999,0.013361999999999999,0.009104999999999999,0.036654
42,42,0.007785,0.012611999999999998,0.0087,0.035934
43,43,0.008249999999999999,0.015198000000000003,0.00951,0.038801999999999996
44,44,0.00546,0.015828,0.0067649999999999984,0.038723999999999995
45,45,0.006750000000000001,0.015246,0.00789,0.038832
46,46,0.006314999999999999,0.016056,0.0075899999999999995,0.039516
47,47,0.00693,0.014609999999999998,0.008129999999999998,0.03804
48,48,0.0068249999999999995,0.017346,0.008085,0.040578
49,49,0.00783,0.014196,0.008790000000000001,0.037716
50,50,0.007679999999999999,0.014766000000000001,0.008775,0.037722000000000006
51,51,0.007635,0.012498,0.009014999999999999,0.035916
52,52,0.0056549999999999994,0.018456,0.0067649999999999984,0.041538000000000005
53,53,0.007514999999999999,0.013805999999999995,0.00876,0.037158
54,54,0.0073349999999999995,0.014111999999999998,0.008685,0.037121999999999995
55,55,0.00645,0.014994000000000002,0.007635,0.038088000000000004
56,56,0.006314999999999999,0.016668,0.007469999999999999,0.039978
57,57,0.00615,0.016188,0.00729,0.03892799999999999
58,58,0.006,0.016824,0.00729,0.03980399999999999
59,59,0.005849999999999999,0.015780000000000002,0.007139999999999999,0.038772
60,60,0.006254999999999999,0.017268,0.0074249999999999984,0.040608
61,61,0.008745,0.013662,0.009944999999999999,0.03678
62,62,0.0041849999999999995,0.018545999999999997,0.005325,0.041033999999999994
63,63,0.006525,0.015725999999999997,0.007965,0.039114
64,64,0.00678,0.017243999999999995,0.00789,0.040266
65,65,0.006194999999999999,0.016758,0.0073349999999999995,0.03931799999999999
66,66,0.006675,0.016176000000000003,0.007949999999999999,0.039288
67,67,0.0052049999999999996,0.01743,0.006570000000000001,0.041244
68,68,0.006855,0.015983999999999998,0.008355,0.039222
69,69,0.0059700000000000005,0.016626,0.007214999999999999,0.040032
70,70,0.007575,0.014772,0.008985,0.037518
71,71,0.008415,0.012594,0.009659999999999998,0.03546
72,72,0.006839999999999999,0.01542,0.00792,0.03846
73,73,0.00711,0.016992,0.00819,0.039839999999999993
74,74,0.006915,0.015413999999999999,0.00828,0.038442
75,75,0.006135,0.015761999999999995,0.00735,0.03879
76,76,0.004455,0.01932,0.005625,0.042576
77,77,0.006254999999999999,0.01734,0.007455000000000001,0.040133999999999996
78,78,0.0057599999999999995,0.018534,0.006975,0.041544
79,79,0.0045,0.017723999999999997,0.005655,0.041268
80,80,0.007245,0.015557999999999995,0.008265,0.03876
81,81,0.0052049999999999996,0.016284,0.006509999999999999,0.03901199999999999
82,82,0.006945,0.014808000000000002,0.00783,0.038136
83,83,0.00615,0.017448,0.007394999999999999,0.040938
84,84,0.006495000000000001,0.01647,0.007995,0.039462000000000004
85,85,0.006,0.018276,0.00717,0.041178000000000006
86,86,0.005985,0.017237999999999996,0.007319999999999998,0.040721999999999994
87,87,0.00771,0.015215999999999999,0.008865000000000001,0.03852
88,88,0.007319999999999998,0.013458,0.00861,0.036552
89,89,0.005879999999999999,0.017981999999999998,0.007035,0.040943999999999994
