,Episode,p1_q,p2_q,p1_e,p2_e
0,0,0.009705,0.031242000000000002,0.010935,0.0546
1,1,0.007064999999999999,0.035514000000000004,0.007935000000000001,0.05865
2,2,0.009075,0.029742,0.009944999999999999,0.05302799999999999
3,3,0.00843,0.03683999999999999,0.00945,0.059676
4,4,0.01002,0.031181999999999998,0.010875,0.05417999999999999
5,5,0.007679999999999999,0.031152,0.008759999999999999,0.054036
6,6,0.007364999999999999,0.03756,0.008295,0.061548
7,7,0.010755,0.0366,0.01206,0.059622
8,8,0.011594999999999998,0.030786,0.012990000000000002,0.05421
9,9,0.007935000000000001,0.031572,0.0093,0.055001999999999995
10,10,0.005745,0.037908,0.006975,0.060606
11,11,0.009734999999999999,0.029333999999999992,0.010785,0.052410000000000005
12,12,0.009795000000000002,0.031403999999999994,0.011115,0.05466
13,13,0.006869999999999999,0.036858,0.008115,0.059844
14,14,0.013019999999999999,0.031265999999999995,0.013905,0.053753999999999996
15,15,0.011519999999999999,0.036198,0.0129,0.059424000000000005
16,16,0.00936,0.03237599999999999,0.010725,0.05524199999999999
17,17,0.0075,0.032598,0.008685,0.055878
18,18,0.009134999999999999,0.029604000000000005,0.01014,0.052356
19,19,0.012585000000000002,0.032105999999999996,0.01386,0.055014
20,20,0.008595,0.037607999999999996,0.00975,0.060527999999999985
21,21,0.011519999999999999,0.030996000000000003,0.012614999999999998,0.053598
22,22,0.0093,0.030954000000000002,0.010589999999999999,0.053616000000000004
23,23,0.007904999999999999,0.033204,0.008804999999999999,0.055728
24,24,0.01143,0.03713399999999999,0.01236,0.060582000000000004
25,25,0.008624999999999999,0.03999,0.010185,0.062874
26,26,0.011760000000000001,0.027833999999999998,0.013320000000000002,0.050268
27,27,0.011355,0.03738,0.0126,0.06044999999999999
28,28,0.010169999999999998,0.034878,0.011309999999999999,0.05808600000000001
29,29,0.006809999999999999,0.033671999999999994,0.008145,0.056862
30,30,0.00924,0.029094,0.010485,0.052157999999999996
31,31,0.011685,0.036245999999999994,0.012945000000000002,0.05986799999999999
32,32,0.0076950000000000005,0.033288000000000005,0.008715,0.056262
33,33,0.010575,0.02958,0.01179,0.052818000000000004
34,34,0.009389999999999999,0.037236000000000005,0.01092,0.06033
35,35,0.01125,0.028841999999999993,0.012855,0.05178
36,36,0.011024999999999998,0.028073999999999998,0.01227,0.051078
37,37,0.00975,0.03135,0.010964999999999999,0.054312
