,Episode,p1_q,p2_q,p1_e,p2_e
0,0,0.007949999999999999,0.015792,0.009135,0.039215999999999994
1,1,0.007935000000000001,0.014465999999999996,0.009075,0.037512
2,2,0.006735,0.01527,0.00765,0.037632
3,3,0.006885,0.015300000000000001,0.00795,0.038208000000000006
4,4,0.006689999999999999,0.016926,0.007905,0.039984
5,5,0.007005,0.015402000000000002,0.008025,0.039012000000000005
6,6,0.005235,0.016488,0.006689999999999999,0.039936
7,7,0.005789999999999999,0.015072,0.007124999999999999,0.037913999999999996
8,8,0.0081,0.014988,0.00933,0.038099999999999995
9,9,0.00828,0.013637999999999997,0.009615,0.036792
10,10,0.007095,0.01599,0.00852,0.03909
11,11,0.007049999999999999,0.01569,0.00813,0.038729999999999994
12,12,0.008069999999999999,0.014753999999999996,0.009659999999999998,0.038358
13,13,0.0071849999999999995,0.014832000000000001,0.008535,0.038267999999999996
14,14,0.006314999999999999,0.016811999999999997,0.007619999999999999,0.03999599999999999
15,15,0.007994999999999999,0.014424000000000001,0.00891,0.037674000000000006
16,16,0.007050000000000001,0.014627999999999999,0.00828,0.037506
17,17,0.0056099999999999995,0.018222,0.006645,0.040914
18,18,0.006555,0.01605,0.007619999999999999,0.039228
19,19,0.00543,0.016944,0.006584999999999999,0.03924
20,20,0.007605000000000001,0.014712000000000001,0.008685,0.038016
21,21,0.0063,0.017255999999999997,0.007364999999999999,0.040763999999999995
22,22,0.00564,0.017807999999999997,0.006945,0.041214
23,23,0.007035,0.015672000000000002,0.00819,0.038970000000000005
24,24,0.00648,0.01689,0.00795,0.040428
25,25,0.0077849999999999985,0.014490000000000003,0.00912,0.037494
26,26,0.008490000000000001,0.015251999999999998,0.009689999999999999,0.038574000000000004
27,27,0.0061649999999999995,0.017927999999999996,0.007155,0.041027999999999995
28,28,0.0064199999999999995,0.01605,0.0075,0.039324
29,29,0.007319999999999998,0.015395999999999998,0.00858,0.03877799999999999
30,30,0.005790000000000001,0.01794,0.006839999999999999,0.04069199999999999
31,31,0.006584999999999999,0.015732,0.0076950000000000005,0.038496
32,32,0.00678,0.014796,0.00786,0.038208
33,33,0.008909999999999998,0.013733999999999998,0.01014,0.03638999999999999
34,34,0.00732,0.013902,0.008414999999999999,0.036858
35,35,0.006839999999999999,0.016926,0.00804,0.039798
36,36,0.006045,0.015822,0.00711,0.038436
37,37,0.00642,0.016919999999999998,0.007619999999999999,0.039714
38,38,0.006284999999999999,0.015882,0.0075,0.038982
39,39,0.0073950000000000005,0.015264000000000002,0.008355,0.038262000000000004
40,40,0.005115,0.016464,0.006225,0.039228
41,41,0.0065699999999999995,0.016338,0.007814999999999999,0.039791999999999994
42,42,0.005535,0.016824,0.006749999999999999,0.03948
43,43,0.006975,0.015078000000000001,0.00822,0.037709999999999994
44,44,0.007050000000000001,0.016278,0.00828,0.039203999999999996
45,45,0.0065699999999999995,0.016439999999999996,0.00792,0.039293999999999996
46,46,0.00468,0.017807999999999997,0.005835,0.040698
47,47,0.006839999999999999,0.016782,0.008205,0.040032
48,48,0.00465,0.017711999999999995,0.006,0.040572
49,49,0.007349999999999998,0.015666000000000003,0.00858,0.038981999999999996
50,50,0.005595,0.01773,0.006989999999999999,0.04093799999999999
51,51,0.007049999999999999,0.014489999999999998,0.008265,0.037698
52,52,0.006209999999999999,0.01773,0.00738,0.040812
53,53,0.00678,0.015918,0.00798,0.039156
54,54,0.00756,0.015072,0.008955000000000001,0.037746
55,55,0.006284999999999999,0.01821,0.00747,0.041465999999999996
56,56,0.0072,0.014892,0.008414999999999999,0.038202
57,57,0.006795,0.017220000000000003,0.007904999999999999,0.040068
58,58,0.0075899999999999995,0.012690000000000002,0.008549999999999999,0.03603599999999999
59,59,0.00789,0.014081999999999997,0.00912,0.03765
60,60,0.00627,0.015936,0.007424999999999999,0.038586
61,61,0.00711,0.015149999999999999,0.008145,0.038238
62,62,0.00588,0.014555999999999996,0.007214999999999999,0.037649999999999996
63,63,0.00783,0.013956000000000001,0.009255,0.037079999999999995
64,64,0.00738,0.016175999999999996,0.00834,0.039684
65,65,0.006345000000000001,0.017538,0.007514999999999999,0.040614
66,66,0.00615,0.017609999999999997,0.007454999999999999,0.040541999999999995
67,67,0.007635,0.012966,0.008714999999999999,0.036084
68,68,0.007425000000000001,0.015371999999999999,0.008835,0.03828
69,69,0.006284999999999999,0.018048,0.007725,0.041724
70,70,0.00591,0.016998,0.00693,0.040218
71,71,0.006314999999999999,0.015648,0.00753,0.038844000000000004
72,72,0.008415,0.013271999999999999,0.00981,0.036497999999999996
73,73,0.00885,0.011717999999999998,0.010005,0.034584
74,74,0.006975,0.015149999999999999,0.00804,0.038928000000000004
75,75,0.006615,0.014147999999999999,0.007874999999999998,0.037002
